h,r,t,relation,head_type,tail_type,weight
21584,31,34076,has_rca_text,QualityFeedback,RcaText,0.5
21584,32,34077,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21585,24,2085,occurs_on,QualityFeedback,Bearing,1.0
21585,25,29915,has_fault_type,QualityFeedback,FaultType,0.5
21585,19,29916,located_at,QualityFeedback,FaultPosition,0.5
21585,26,29893,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21585,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21585,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21585,29,6659,may_caused_by,QualityFeedback,ManufacturingBatch,3.0
21585,30,29904,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21585,31,34078,has_rca_text,QualityFeedback,RcaText,0.5
21585,32,34079,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21586,24,2086,occurs_on,QualityFeedback,Bearing,1.0
21586,25,29886,has_fault_type,QualityFeedback,FaultType,0.5
21586,19,29887,located_at,QualityFeedback,FaultPosition,0.5
21586,26,29897,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21586,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21586,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21586,29,5018,may_caused_by,QualityFeedback,BearingDesignSpec,3.0
21586,30,29899,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21586,31,34080,has_rca_text,QualityFeedback,RcaText,0.5
21586,32,34081,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21587,24,2087,occurs_on,QualityFeedback,Bearing,1.0
21587,25,29886,has_fault_type,QualityFeedback,FaultType,0.5
21587,19,29887,located_at,QualityFeedback,FaultPosition,0.5
21587,26,29888,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21587,27,29898,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21587,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21587,29,14587,may_caused_by,QualityFeedback,InspectionRecord,3.0
21587,30,29909,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21587,31,34082,has_rca_text,QualityFeedback,RcaText,0.5
21587,32,34083,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21588,24,2088,occurs_on,QualityFeedback,Bearing,1.0
21588,25,29915,has_fault_type,QualityFeedback,FaultType,0.5
21588,19,29916,located_at,QualityFeedback,FaultPosition,0.5
21588,26,29893,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21588,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21588,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21588,29,6114,may_caused_by,QualityFeedback,MaterialBatch,3.0
21588,30,29894,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21588,31,34084,has_rca_text,QualityFeedback,RcaText,0.5
21588,32,34085,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21589,24,2089,occurs_on,QualityFeedback,Bearing,1.0
21589,25,29915,has_fault_type,QualityFeedback,FaultType,0.5
21589,19,29916,located_at,QualityFeedback,FaultPosition,0.5
21589,26,29897,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21589,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21589,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21589,29,6381,may_caused_by,QualityFeedback,ManufacturingBatch,3.0
21589,30,29904,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21589,31,34086,has_rca_text,QualityFeedback,RcaText,0.5
21589,32,34087,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21590,24,2090,occurs_on,QualityFeedback,Bearing,1.0
21590,25,29915,has_fault_type,QualityFeedback,FaultType,0.5
21590,19,29916,located_at,QualityFeedback,FaultPosition,0.5
21590,26,29897,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21590,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21590,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21590,29,9590,may_caused_by,QualityFeedback,AssemblyRecord,3.0
21590,30,29890,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21590,31,34088,has_rca_text,QualityFeedback,RcaText,0.5
21590,32,34089,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21591,24,2091,occurs_on,QualityFeedback,Bearing,1.0
21591,25,29886,has_fault_type,QualityFeedback,FaultType,0.5
21591,19,29887,located_at,QualityFeedback,FaultPosition,0.5
21591,26,29888,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21591,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21591,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21591,29,6572,may_caused_by,QualityFeedback,ManufacturingBatch,3.0
21591,30,29904,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21591,31,34090,has_rca_text,QualityFeedback,RcaText,0.5
21591,32,34091,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21592,24,2092,occurs_on,QualityFeedback,Bearing,1.0
21592,25,29886,has_fault_type,QualityFeedback,FaultType,0.5
21592,19,29887,located_at,QualityFeedback,FaultPosition,0.5
21592,26,29888,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21592,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21592,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21592,29,5074,may_caused_by,QualityFeedback,BearingDesignSpec,3.0
21592,30,29899,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21592,31,34092,has_rca_text,QualityFeedback,RcaText,0.5
21592,32,34093,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21593,24,2093,occurs_on,QualityFeedback,Bearing,1.0
21593,25,29902,has_fault_type,QualityFeedback,FaultType,0.5
21593,19,29903,located_at,QualityFeedback,FaultPosition,0.5
21593,26,29888,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21593,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21593,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21593,29,14593,may_caused_by,QualityFeedback,InspectionRecord,3.0
21593,30,29909,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21593,31,34094,has_rca_text,QualityFeedback,RcaText,0.5
21593,32,34095,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21594,24,2094,occurs_on,QualityFeedback,Bearing,1.0
21594,25,29886,has_fault_type,QualityFeedback,FaultType,0.5
21594,19,29887,located_at,QualityFeedback,FaultPosition,0.5
21594,26,29888,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21594,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21594,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21594,29,9594,may_caused_by,QualityFeedback,AssemblyRecord,3.0
21594,30,29890,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21594,31,34096,has_rca_text,QualityFeedback,RcaText,0.5
21594,32,34097,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21595,24,2095,occurs_on,QualityFeedback,Bearing,1.0
21595,25,29902,has_fault_type,QualityFeedback,FaultType,0.5
21595,19,29903,located_at,QualityFeedback,FaultPosition,0.5
21595,26,29888,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21595,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21595,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21595,29,6067,may_caused_by,QualityFeedback,MaterialBatch,3.0
21595,30,29894,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21595,31,34098,has_rca_text,QualityFeedback,RcaText,0.5
21595,32,34099,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21596,24,2096,occurs_on,QualityFeedback,Bearing,1.0
21596,25,29886,has_fault_type,QualityFeedback,FaultType,0.5
21596,19,29887,located_at,QualityFeedback,FaultPosition,0.5
21596,26,29888,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21596,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21596,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21596,29,5520,may_caused_by,QualityFeedback,BearingDesignSpec,3.0
21596,30,29899,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21596,31,34100,has_rca_text,QualityFeedback,RcaText,0.5
21596,32,34101,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21597,24,2097,occurs_on,QualityFeedback,Bearing,1.0
21597,25,29915,has_fault_type,QualityFeedback,FaultType,0.5
21597,19,29916,located_at,QualityFeedback,FaultPosition,0.5
21597,26,29897,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21597,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21597,28,29898,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21597,29,6236,may_caused_by,QualityFeedback,MaterialBatch,3.0
21597,30,29894,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21597,31,34102,has_rca_text,QualityFeedback,RcaText,0.5
21597,32,34103,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21598,24,2098,occurs_on,QualityFeedback,Bearing,1.0
21598,25,29915,has_fault_type,QualityFeedback,FaultType,0.5
21598,19,29916,located_at,QualityFeedback,FaultPosition,0.5
21598,26,29888,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21598,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21598,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21598,29,6180,may_caused_by,QualityFeedback,MaterialBatch,3.0
21598,30,29894,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21598,31,34104,has_rca_text,QualityFeedback,RcaText,0.5
21598,32,34105,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21599,24,2099,occurs_on,QualityFeedback,Bearing,1.0
21599,25,29915,has_fault_type,QualityFeedback,FaultType,0.5
21599,19,29916,located_at,QualityFeedback,FaultPosition,0.5
21599,26,29893,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21599,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21599,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21599,29,6208,may_caused_by,QualityFeedback,MaterialBatch,3.0
21599,30,29894,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21599,31,34106,has_rca_text,QualityFeedback,RcaText,0.5
21599,32,34107,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21600,24,2100,occurs_on,QualityFeedback,Bearing,1.0
21600,25,29915,has_fault_type,QualityFeedback,FaultType,0.5
21600,19,29916,located_at,QualityFeedback,FaultPosition,0.5
21600,26,29893,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21600,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21600,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21600,29,9600,may_caused_by,QualityFeedback,AssemblyRecord,3.0
21600,30,29890,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21600,31,34108,has_rca_text,QualityFeedback,RcaText,0.5
21600,32,34109,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21601,24,2101,occurs_on,QualityFeedback,Bearing,1.0
21601,25,29915,has_fault_type,QualityFeedback,FaultType,0.5
21601,19,29916,located_at,QualityFeedback,FaultPosition,0.5
21601,26,29897,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21601,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21601,28,29898,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21601,29,6240,may_caused_by,QualityFeedback,MaterialBatch,3.0
21601,30,29894,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21601,31,34110,has_rca_text,QualityFeedback,RcaText,0.5
21601,32,34111,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21602,24,2102,occurs_on,QualityFeedback,Bearing,1.0
21602,25,29886,has_fault_type,QualityFeedback,FaultType,0.5
21602,19,29887,located_at,QualityFeedback,FaultPosition,0.5
21602,26,29888,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21602,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21602,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21602,29,26606,may_caused_by,QualityFeedback,MaintenanceRecord,3.0
21602,30,29912,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21602,31,34112,has_rca_text,QualityFeedback,RcaText,0.5
21602,32,34113,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21603,24,2103,occurs_on,QualityFeedback,Bearing,1.0
21603,25,29915,has_fault_type,QualityFeedback,FaultType,0.5
21603,19,29916,located_at,QualityFeedback,FaultPosition,0.5
21603,26,29893,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21603,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21603,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21603,29,5918,may_caused_by,QualityFeedback,MaterialBatch,3.0
21603,30,29894,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21603,31,34114,has_rca_text,QualityFeedback,RcaText,0.5
21603,32,34115,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21604,24,2104,occurs_on,QualityFeedback,Bearing,1.0
21604,25,29915,has_fault_type,QualityFeedback,FaultType,0.5
21604,19,29916,located_at,QualityFeedback,FaultPosition,0.5
21604,26,29897,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21604,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21604,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21604,29,9604,may_caused_by,QualityFeedback,AssemblyRecord,3.0
21604,30,29890,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21604,31,34116,has_rca_text,QualityFeedback,RcaText,0.5
21604,32,34117,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21605,24,2105,occurs_on,QualityFeedback,Bearing,1.0
21605,25,29886,has_fault_type,QualityFeedback,FaultType,0.5
21605,19,29887,located_at,QualityFeedback,FaultPosition,0.5
21605,26,29893,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21605,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21605,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21605,29,9605,may_caused_by,QualityFeedback,AssemblyRecord,3.0
21605,30,29890,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21605,31,34118,has_rca_text,QualityFeedback,RcaText,0.5
21605,32,34119,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21606,24,2106,occurs_on,QualityFeedback,Bearing,1.0
21606,25,29915,has_fault_type,QualityFeedback,FaultType,0.5
21606,19,29916,located_at,QualityFeedback,FaultPosition,0.5
21606,26,29888,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21606,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21606,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21606,29,6423,may_caused_by,QualityFeedback,ManufacturingBatch,3.0
21606,30,29904,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21606,31,34120,has_rca_text,QualityFeedback,RcaText,0.5
21606,32,34121,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21607,24,2107,occurs_on,QualityFeedback,Bearing,1.0
21607,25,29886,has_fault_type,QualityFeedback,FaultType,0.5
21607,19,29887,located_at,QualityFeedback,FaultPosition,0.5
21607,26,29888,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21607,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21607,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21607,29,26611,may_caused_by,QualityFeedback,MaintenanceRecord,3.0
21607,30,29912,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21607,31,34122,has_rca_text,QualityFeedback,RcaText,0.5
21607,32,34123,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21608,24,2108,occurs_on,QualityFeedback,Bearing,1.0
21608,25,29915,has_fault_type,QualityFeedback,FaultType,0.5
21608,19,29916,located_at,QualityFeedback,FaultPosition,0.5
21608,26,29888,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21608,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21608,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21608,29,6362,may_caused_by,QualityFeedback,ManufacturingBatch,3.0
21608,30,29904,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21608,31,34124,has_rca_text,QualityFeedback,RcaText,0.5
21608,32,34125,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21609,24,2109,occurs_on,QualityFeedback,Bearing,1.0
21609,25,29886,has_fault_type,QualityFeedback,FaultType,0.5
21609,19,29887,located_at,QualityFeedback,FaultPosition,0.5
21609,26,29897,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21609,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21609,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21609,29,5963,may_caused_by,QualityFeedback,MaterialBatch,3.0
21609,30,29894,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21609,31,34126,has_rca_text,QualityFeedback,RcaText,0.5
21609,32,34127,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21610,24,2110,occurs_on,QualityFeedback,Bearing,1.0
21610,25,29915,has_fault_type,QualityFeedback,FaultType,0.5
21610,19,29916,located_at,QualityFeedback,FaultPosition,0.5
21610,26,29897,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21610,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21610,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21610,29,9610,may_caused_by,QualityFeedback,AssemblyRecord,3.0
21610,30,29890,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21610,31,34128,has_rca_text,QualityFeedback,RcaText,0.5
21610,32,34129,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21611,24,2111,occurs_on,QualityFeedback,Bearing,1.0
21611,25,29902,has_fault_type,QualityFeedback,FaultType,0.5
21611,19,29903,located_at,QualityFeedback,FaultPosition,0.5
21611,26,29897,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21611,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21611,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21611,29,14611,may_caused_by,QualityFeedback,InspectionRecord,3.0
21611,30,29909,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21611,31,34130,has_rca_text,QualityFeedback,RcaText,0.5
21611,32,34131,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21612,24,2112,occurs_on,QualityFeedback,Bearing,1.0
21612,25,29923,has_fault_type,QualityFeedback,FaultType,0.5
21612,19,29924,located_at,QualityFeedback,FaultPosition,0.5
21612,26,29925,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21612,27,29898,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21612,28,29898,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21612,30,29926,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21612,31,34132,has_rca_text,QualityFeedback,RcaText,0.5
21612,32,34133,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21613,24,2113,occurs_on,QualityFeedback,Bearing,1.0
21613,25,29902,has_fault_type,QualityFeedback,FaultType,0.5
21613,19,29903,located_at,QualityFeedback,FaultPosition,0.5
21613,26,29893,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21613,27,29898,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21613,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21613,29,9613,may_caused_by,QualityFeedback,AssemblyRecord,3.0
21613,30,29890,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21613,31,34134,has_rca_text,QualityFeedback,RcaText,0.5
21613,32,34135,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21614,24,2114,occurs_on,QualityFeedback,Bearing,1.0
21614,25,29923,has_fault_type,QualityFeedback,FaultType,0.5
21614,19,29924,located_at,QualityFeedback,FaultPosition,0.5
21614,26,29925,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21614,27,29898,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
